nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0008635	Calvin Aberle	\N	\N	sound_department,editorial_department	tt0089217,tt0088454,tt0087837,tt0087134
nm0008636	Douglas Aberle	\N	\N	animation_department,actor,director	tt0233575,tt0356242,tt0089908,tt0166399
nm0008637	Elke Aberle	1950	\N	actress	tt0311508,tt1669580,tt0067971,tt0058284
nm0008638	Erich Aberle	1922	2002	actor	tt1611187,tt0075430,tt0064662,tt0364161
nm0008639	Matthias Aberle	\N	\N	director,editor,camera_department	tt4005652,tt3206482,tt1556202,tt7024764
nm0008640	Betty Aberlin	1942	\N	actress,soundtrack	tt0120655,tt0062588,tt0873886,tt0300051
nm0008641	Viola Aberlé	1935	\N	actress	tt0165791,tt0046237,tt0083922
nm0008642	Hugo Aberman	\N	\N	actor	tt0097302,tt0098732,tt0106616
nm0008643	Larry Aberman	\N	\N	actor	tt0074379
nm0008644	Dave Abernatha	\N	\N	camera_department	tt0138353,tt0283901
nm0008645	Abby Abernathy	\N	\N	actress	tt0176579,tt0108181,tt0127034
nm0008646	Ann Abernathy	\N	\N	actress	tt0094572,tt0086827,tt0115225
nm0008647	Christine Abernathy	\N	\N	assistant_director	tt0110518
nm0008648	Craig Abernathy	\N	\N	actor	tt0076064
nm0008649	Dan Abernathy	\N	\N	music_department,sound_department	tt0114814,tt0475239,tt2961330
nm0008650	Don Abernathy	\N	\N	sound_department,actor,camera_department	tt0413573,tt0499549,tt0243441,tt0416263
nm0008651	Donzaleigh Abernathy	1957	\N	actress,location_management,casting_department	tt1520211,tt0161233,tt1928330,tt1632701
nm0008652	Dwayne Abernathy	\N	\N	miscellaneous	tt0199290,tt0116126,tt0160916,tt0118771
nm0008653	Judy Abernathy	\N	\N	actress	tt0128707
nm0008654	Karen Abernathy	\N	\N	actress	tt1898066,tt0102984
nm0008655	Kwame L. Abernathy	\N	\N	miscellaneous,art_department,location_management	tt0110006,tt0096402,tt0191133,tt1489660
nm0008656	Lewis Abernathy	\N	\N	actor,writer,special_effects	tt0097179,tt0092006,tt0322008,tt0120338
nm0008657	Louisa Abernathy	1949	\N	actress	tt0335245,tt2229838,tt0278435,tt10039344
nm0008658	Master Abernathy	\N	\N	actor	tt0004743
nm0008659	Ralph Abernathy	1926	1990		tt0092999,tt0254418,tt0231773,tt0199257
nm0008660	Ric Abernathy	\N	\N	actor,miscellaneous	tt0094021
nm0008661	Tom Abernathy	1968	\N	writer,actor,producer	tt0802977,tt0433547,tt1723639,tt2350892
nm0008662	Jane Abernethy	\N	\N		\N
nm0008663	Kirsti Abernethy	\N	\N	camera_department,cinematographer	tt0460740,tt4190530,tt1858481,tt0906734
nm0008664	Lesley Abernethy	\N	\N	costume_designer,costume_department	tt0289635,tt0377752,tt0342258,tt0238793
nm0008665	Rosslyn Abernethy	1952	2020	production_manager,miscellaneous,actress	tt0881320,tt0093988,tt0111301,tt0106950
nm0008666	Tom Abernethy	1954	\N	actor	tt0080928
nm0008667	Seth C. Abero	\N	\N	actor	tt0250135
nm0008668	Tiruwork Aberra	\N	\N	editor	tt0104038
nm0008669	Hilton Aberrian	\N	\N	actor	tt0259450
nm0008670	Arline Abers	\N	\N	actress	\N
nm0008671	Mimi Abers	\N	\N	visual_effects	tt0418279,tt0407304,tt0113855,tt0119116
nm0008672	Will-Dog Abers	1973	\N	soundtrack,actor,music_department	tt0151738,tt0120757,tt0315733,tt0391304
nm0008673	Helen Aberson	1907	1999	writer	tt7698712,tt0046593
nm0008674	Michael Abert	\N	\N	camera_department,cinematographer	tt0094182,tt0104809,tt0117408,tt13711826
nm0008675	Richard Abert	\N	\N	actor	tt0030093
nm0008676	Allison Aberuathy	\N	\N	actress	tt0097364
nm0008677	Lawrence J. Aberwood	\N	\N	actor	tt0061408,tt0054035,tt0054604,tt0057480
nm0008678	G. Abesadze	\N	\N	actor,editor	tt0143637,tt0089957
nm0008679	Kapiton Abesadze	1900	1987	actor	tt0269426,tt0274425,tt0261634,tt0171515
nm0008680	Mikhail Abesadze	\N	\N	actor,assistant_director	tt0023971,tt0268709,tt0324395,tt0262085
nm0008681	Otar Abesadze	1934	1980	director,writer	tt0274645,tt0275255,tt0281840,tt0275917
nm0008682	Erwin Abesamis	\N	\N	production_manager,assistant_director	tt0409808,tt0220354,tt0415728
nm0008683	Adam Abeshouse	\N	\N	sound_department,actor,editor	tt0080716,tt13222952,tt5869362,tt0159876
nm0008684	Antonio Abete	\N	\N	actor	tt0260327,tt7705406,tt0446414,tt1814750
nm0008685	Clemente Abete	\N	\N	actor	tt0120857
nm0008687	Gisèle Abetissian	\N	\N	actress	tt0069443
nm0008688	Dennis Abey	1932	\N	director,producer,miscellaneous	tt0290204,tt0073447,tt0452558,tt0296886
nm0008689	Trelicia Gunawardena	\N	\N	actress	tt0281025,tt0080409,tt0084190,tt0863119
nm0008690	Damitha Abeyratne	\N	\N	actress,music_department	tt7920028,tt7687332,tt3117642,tt0381630
nm0008691	Kurunaratne Abeysekera	\N	\N	writer,music_department	tt14309506,tt9632182,tt0173277,tt1023443
nm0008692	Tissa Abeysekera	1937	2009	writer,director,actor	tt0375189,tt1244170,tt2335388,tt2339742
nm0008693	Wasantha Obesekara	1937	2017	writer,director	tt1244103,tt8002628,tt7906312,tt7799326
nm0008694	Sarath Abeysena	\N	\N	producer	tt0143222
nm0008695	Antonio Abeyta	\N	\N	actor	tt0083041
nm0008696	Bill Abeyta	\N	\N	camera_department	tt0081760
nm0008697	George M. Abeyta	\N	\N	art_department	tt0113158,tt0113729,tt0109226
nm0008698	John Christopher Abeyta	\N	\N	actor	tt0092559
nm0008699	Paul Abeyta	\N	\N	writer,producer,miscellaneous	tt0112097,tt0364843,tt2965454,tt1270481
nm0008700	Robert Abeyta	\N	\N	music_department	tt5102426,tt5153902,tt5126884,tt0112575
nm0008701	Belle Abeytia	\N	\N	actress	tt0066917
nm0008702	Denzil P. Abeywardena	\N	\N	casting_department,director,assistant_director	tt7867726,tt0110373,tt0107755,tt0274498
nm0008704	Joe Abeywickrama	1933	2011	actor,writer	tt1244154,tt0188164,tt1244170,tt0173229
nm0008705	Doris Abeßer	1935	2016	actress	tt1063745,tt0057647,tt0054019,tt0054291
nm0008706	Franziskus Abgottspon	1941	\N	actor	tt0094791,tt2659942,tt0079548,tt1066289
nm0008707	Guy Abgrall	\N	\N	actor	tt0120494,tt1059949,tt0098534,tt0420388
nm0008708	Marie-Annick Abgrall	\N	\N	actress	tt0084481
nm0008709	Ceuru Abgui	\N	\N	actor	tt0065489
nm0008710	Lutfali Abdullayev	1914	1973	actor	tt4261760,tt0037520,tt4263976,tt4258424
nm0008711	Abhijeet	1958	\N	music_department,soundtrack,writer	tt0120540,tt0242519,tt0347473,tt1024943
nm0008712	Abhijit	\N	\N	actor	tt6516496,tt0249783
nm0008713	Abhimanyyu Abhimanyu	\N	\N	actor	tt0121989,tt0113913,tt4631018,tt0109922
nm0008714	Neelkanth Abhyankar	1926	2000	composer,music_department	tt0261965,tt0208892
nm0008715	Sanjeev Abhyankar	\N	\N	music_department,soundtrack	tt0116950,tt0379370,tt0273884,tt0233808
nm0008716	Abi Ofarim	1937	2018	actor,soundtrack,director	tt0352994,tt1369679,tt0057039,tt0053676
nm0008717	Marga Abi Ramia	\N	\N	actress	tt0085216,tt0138222,tt0207917,tt0425008
nm0008718	Jacqueline Abi-Ad	\N	\N	actress	tt0120188
nm0008719	Joseph Abi-Ad	\N	\N	actor	tt0120188
nm0008720	Michelle Abi-Nader	\N	\N	producer	tt0775458,tt0775505,tt0181904
nm0008721	Alba Abia	\N	\N	actress	tt0217791
nm0008722	Félix Abia	\N	\N	miscellaneous	tt0217791
nm0008723	Philippe Abia	\N	\N	actor	tt0073417
nm0008724	Dawlat Abiad	1894	1978	actress	tt0262251,tt0039639,tt0037626,tt0268754
nm0008725	Georges Abiad	\N	\N	actor	tt0262494
nm0008726	Michael Abiad	\N	\N	transportation_department	tt0144546
nm0008727	Mona Abiad	\N	\N	actress	tt0092862
nm0008728	Jorge Abian	\N	\N	actor	tt0053854,tt0051599
nm0008729	Nino Abiatti	\N	\N	actor	tt0144369
nm0008730	Shirley Abicair	1930	\N	actress,soundtrack	tt0163436,tt0278388,tt0049771,tt0047298
nm0008731	Nasar Abich Jr.	\N	\N	editor,cinematographer,director	tt1954938,tt8430760,tt2878892,tt3153524
nm0008732	Hans Abich	1918	2003	producer,actor,writer	tt0040537,tt0042439,tt0050444,tt0052340
nm0008733	Julie Abich	1852	1928	actress	tt0441282,tt0009884
nm0008734	Carin Abicht	1943	\N	actress	tt0230751,tt0806910,tt0080644,tt0078964
nm0008735	Hiriam Abid	\N	\N	actress	tt0164663,tt0170645
nm0008736	K. Abid	\N	\N	cinematographer	tt0119758
nm0008737	Soraya Abid	\N	\N	miscellaneous	tt0104082,tt0098544,tt0482589
nm0008738	Malik Abidin	\N	\N	actor	tt0031458,tt0157759
nm0008739	Zainal Abidin	\N	\N	actor	tt0087118,tt0280671,tt0360047,tt0326545
nm0008740	Abidin Dino	1913	1993	director,art_director	tt0029545,tt0166023
nm0008741	T. Abidova	\N	\N	costume_department,costume_designer	tt0073442
nm0008742	Aly Abidy	\N	\N	director,writer,producer	tt0187448
nm0008743	Jonathan Aibel	1969	\N	producer,writer,miscellaneous	tt0892782,tt1302011,tt0441773,tt0118375
nm0008744	Rafael Abienzo	\N	\N	costume_designer	tt0060901,tt0059082,tt0071415,tt0047957
nm0008745	Abigail	1945	\N	actress	tt0068114,tt0106154,tt0081935,tt0080192
nm0008746	Thomas K. Abihai	\N	\N	actor	tt0079366
nm0008747	Libia Abihaid	\N	\N	actress	tt0163464,tt0210409
nm0008748	Pascal Abikanlou	1935	2009	director,writer,cinematographer	tt8937076,tt0072193,tt11813584
nm0008749	Rika Abiko	\N	\N	actress	tt0101494,tt0130253,tt2808988
nm0008750	Bertel Abildgaard	1955	\N	actor	tt0122473,tt0324703,tt0099914,tt0112947
nm0008751	Ole Abildgaard	\N	\N	actor	tt0161292
nm0008752	Ulver Skuli Abildgaard	1955	\N	actor	tt0850644,tt0128007,tt0220261,tt0403360
nm0008753	Eystein Abildsnes	\N	\N	writer	tt0272774
nm0008754	Jytte Abildstrøm	1934	\N	actress,director,writer	tt0324925,tt0133888,tt0058600,tt0053832
nm0008755	Adir Abilkassimov	\N	\N	actor	tt0166503
nm0008756	Daniel Abineri	1958	\N	actor	tt0118778,tt0088212,tt0423723,tt0068134
nm0008757	John Abineri	1928	2000	actor	tt0086791,tt0099674,tt0403741,tt0066678
nm0008758	Sebastian Abineri	1954	\N	actor,soundtrack	tt0077010,tt0988045,tt0078596,tt0075784
nm0008759	William L. Abingdon	1859	1918	actor	tt0004303,tt0008406,tt0009060,tt0006899
nm0008760	Sylke Abinghoff	\N	\N	art_department,art_director	tt0159382,tt0161977,tt0277050,tt0383806
nm0008761	Yomi Abioudan	\N	\N	actor	tt0079727
nm0008762	David Abir	\N	\N	composer,music_department,sound_department	tt0333694,tt0221711,tt0099095,tt0438274
nm0008763	Lili Abir	\N	\N	art_department,art_director	tt0318761,tt0099095,tt0103000
nm0008764	Shachar Abiry	1976	\N	director,cinematographer	tt0101089
nm0008765	Nicole Abisinio	\N	\N	actress,producer,miscellaneous	tt1922748,tt0412019,tt1016226,tt6450186
nm0008766	Jacintha Abisheganaden	\N	\N	actress	tt4539484,tt0101381,tt0815077
nm0008767	Yerkin Abishev	\N	\N	writer	tt0263195,tt0175307
nm0008768	V. Abisheva	\N	\N	actress	tt0174305
nm0008769	Soghra Obeisi	1951	\N	actress	tt0386843,tt2716012,tt0317794,tt1111938
nm0008770	Yaniv Abitan	\N	\N	actor	tt0124759
nm0008771	Adeline Abitbol	\N	\N	actress	tt0098078
nm0008772	Funny Abitbol	\N	\N	actress	tt0098078
nm0008773	Judith Abitbol	1958	\N	editorial_department,director,cinematographer	tt2043770,tt5539422,tt0935035,tt0244813
nm0008774	Michèle Abitbol	\N	\N	miscellaneous,actress	tt0122690,tt0089927,tt1754656,tt0280665
nm0008775	Philippe Abitbol	\N	\N	music_department,actor,composer	tt0091798,tt4146682,tt0111543,tt0173536
nm0008776	Jesus Hermenegildo Abitia	\N	\N	producer,director,cinematographer	tt0011154,tt0218869,tt0388006,tt0406285
nm0008777	Gabrielle Abitol	\N	\N	actress	tt0138910,tt1121977,tt1153545,tt1753422
nm0008778	Phillippe Abitol	\N	\N	actor	tt0102368
nm0008779	Budiasi Abiyoga	\N	\N	producer	tt9546028,tt0111320,tt0101586
nm0008780	José María Abizanda	\N	\N	actor	tt0066611
nm0008781	Martín Abizanda	\N	\N	writer	tt0055448,tt0058244
nm0008782	Martín Abizanda	\N	\N	actor	tt0066611
nm0008783	Dragan Abjanic	\N	\N	director,writer,editor	tt0113910,tt3354688
nm0008784	Joseph Abjean	\N	\N	sound_department	tt0049902
nm0008785	Eric J. Abjornson	\N	\N	animation_department	tt0129167,tt0181739,tt0117705,tt0318155
nm0008786	Peter Abjua	\N	\N	miscellaneous	tt0114796
nm0008787	Simon Abkarian	1962	\N	actor	tt0426279,tt0804522,tt0381061,tt2208885
nm0008789	Daniela Abke	\N	\N	director,writer,editor	tt3614036,tt0254362,tt1785295,tt1454576
nm0008790	Emanuel Apkhaidze	1899	1970	actor	tt0175677,tt0170197,tt0234050,tt0259602
nm0008791	Giorgio Abkhasi	1892	1964	production_designer	tt0035130,tt0034090,tt0033489,tt0032200
nm0008792	Chris van Abkoude	1880	1960	writer	tt0261175,tt0057863,tt6413826,tt0205190
nm0008793	Smerelda Abl	\N	\N	actress	tt0171392
nm0008794	Fahriye Pinarci	\N	\N	actress	tt0094065,tt0253884
nm0008795	Bob Ablack	\N	\N	editorial_department,editor,sound_department	tt2904776,tt0267237,tt0835242,tt0288937
nm0008796	Patrice Ablack	\N	\N	actress	tt0100480
nm0008797	Alex Ablamov	\N	\N	actor	tt0087377
nm0008798	Armand Abplanalp	1930	2000	actor	tt0070133,tt0153438,tt0233096,tt0070849
nm0008799	Rafael Ablanque	1927	\N	art_department,art_director,set_decorator	tt0067329,tt0060467,tt0064888,tt0087182
nm0008800	Billy Joel Ablaza	\N	\N	actress	tt0107413
nm0008801	Lucio Ablaza	\N	\N	actress	tt0126809
nm0008802	Albert Able	1935	\N	actor,art_department	tt0093493,tt1330618,tt0092336,tt0097341
nm0008804	David Able	\N	\N	miscellaneous	tt0118928
nm0008805	Jean Able	\N	\N	script_department	tt0036695
nm0008807	Lawrence Able	\N	\N	producer	tt0216225
nm0008808	Marcus Able	\N	\N	actor	tt1349567,tt0086130
nm0008809	Sheri Able	\N	\N	actress	tt0097306,tt0105678
nm0008810	Will B. Able	1923	1981	actor	tt0445991,tt0446859,tt0063348,tt0433326
nm0008811	Paul Ableman	1927	2006	writer	tt0058853,tt0297621,tt0075592,tt0416382
nm0008812	Debbie Ables	\N	\N	actress	tt0114436,tt0123774
nm0008813	Andrew Ableson	\N	\N	actor,miscellaneous	tt1765622,tt1646971,tt4875050,tt0157246
nm0008814	Sean Abley	\N	\N	producer,writer,actor	tt0822856,tt1134528,tt0169247,tt0210418
nm0008815	Eklu Natey Abdolevi	\N	\N	actor	tt0279659
nm0008816	Vyacheslav Ablotia	1942	\N	actor,director	tt0090820,tt0275713,tt4701708,tt4853934
nm0008817	N. Ablov	\N	\N	actor	tt0240539
nm0008818	A. Ablova	\N	\N	actress	tt0057637
nm0008819	Cynthia Abma	1969	\N	actress	tt3547782,tt13502894,tt2707150,tt0247303
nm0008820	Marie Abma	\N	\N	costume_designer,costume_department	tt0180093,tt0115333,tt0115678,tt1119644
nm0008821	Parviz Abnar	\N	\N	sound_department	tt0193373,tt11968836,tt6217748,tt7897316
nm0008822	Carin Abnathy	\N	\N	actress	tt0146838
nm0008823	Allison Abner	\N	\N	producer,miscellaneous,writer	tt0364845,tt0200276,tt2707408,tt0321021
nm0008824	Devon Abner	\N	\N	actor,sound_department	tt0386676,tt4442130,tt1480684,tt0359608
nm0008825	Joe Abner	\N	\N	actor	tt0089181
nm0008826	Theo Caesar	1973	\N	talent_agent,casting_department,producer	tt2913562,tt1947969,tt0091777,tt0094325
nm0008827	Don Abney	1923	2000	actor	tt0047759,tt0048484,tt0077335
nm0008828	Jean Abney	\N	\N	actress	tt0242743
nm0008829	Kenny Abney	\N	\N	art_department,special_effects	tt0120746,tt0758758,tt2975578,tt4178092
nm0008830	Mark Abney	\N	\N	actor	tt0245686,tt0380420,tt0411765
nm0008831	Myles Abney	\N	\N	actor	tt1496438,tt0115083,tt0120203,tt0103491
nm0008832	William Abney	1921	1997	actor,writer	tt0066714,tt0230379,tt0062574,tt0989125
nm0008833	Rosemary Abo	\N	\N	miscellaneous	tt0119903
nm0008834	Brice Abo-Métinou	\N	\N	actor	tt0261654
nm0008835	Boshra Abo-Saif	\N	\N	director,production_designer	tt0075048
nm0008836	Charles Aboah	\N	\N	art_department	tt0109734
nm0008837	Susan Abod	\N	\N	director,writer,camera_department	tt3266058,tt0113134
nm0008838	Béla Abody	1931	1990	actor,writer	tt0055290,tt0063768,tt0065058,tt0061635
nm0008839	Benny V. Aboebakar	\N	\N	producer	tt0111320
nm0008840	Fred Abog	\N	\N	actor	tt13582504,tt0096040
nm0008841	Adriana Aboim	\N	\N	actress	tt0115466,tt1230417,tt7708148
nm0008842	Aurora Aboim	\N	\N	actress	tt0189055
nm0008843	Isabel Aboim	\N	\N	cinematographer,director,writer	tt1423924,tt1479360,tt0110361,tt2308631
nm0008844	João Abel Aboim	1950	\N	cinematographer,director,actor	tt0085179,tt0082151,tt0078972,tt0074556
nm0008845	Marisa Aboitiz	\N	\N	costume_department	tt0114614,tt0116922,tt0107076,tt0106770
nm0008846	Natalie Aboitiz	\N	\N	actress	tt0133301
nm0008847	Paulino Aboitiz	\N	\N	art_director,camera_department	tt0099095
nm0008848	Oscar Abolafia	\N	\N	camera_department	tt0079013
nm0008849	Yossi Abolafia	1944	\N	animation_department,director,producer	tt0227213,tt0235878,tt0225808,tt0226779
nm0008850	Viktor Abolduyev	\N	\N	actor	tt0115235
nm0008851	Georges Abolin	\N	\N	animation_department	tt0120855,tt0119282,tt0116583,tt0230011
nm0008852	Rosario Abollo	\N	\N	actress	tt0039274,tt0448307
nm0008853	Jeannie Abolt	\N	\N	actress	tt0081766
nm0008854	Kelly Abolt	\N	\N		tt0236093
nm0008855	Christian Abomnes	\N	\N	camera_department,cinematographer,assistant_director	tt0463872,tt0450188,tt1149361,tt0364970
nm0008856	Nico Abondolo	\N	\N	music_department,composer	tt1877832,tt0480249,tt0437086,tt0181689
nm0008857	Antal Abonyi	1938	2018	cinematographer,camera_department,miscellaneous	tt0062538,tt0420072,tt0065170,tt0104205
nm0008858	Géza Abonyi	1894	1949	actor	tt0241441,tt0036320,tt0036411,tt0241712
nm0008859	Cheryl Abood	\N	\N	producer,animation_department	tt0280030,tt0430779,tt0220099,tt1430607
nm0008860	Noerena Abookire	\N	\N	actress,miscellaneous	tt0086387,tt0088242
nm0008861	Nastuh Abootalebi	\N	\N	visual_effects,animation_department	tt0215750,tt0130827,tt0253474,tt3042408
nm0008863	George Abos	\N	\N	miscellaneous	tt0108358
nm0008864	Kevin Abosch	\N	\N	writer,camera_department,director	tt0119868,tt0473360,tt0115935
nm0008865	Emile Abossolo M'bo	1958	\N	actor	tt0102536,tt0103442,tt0465494,tt1639901
nm0008866	Didier Abot	\N	\N	production_manager,actor,producer	tt2076220,tt0118756,tt7943036,tt0429031
nm0008867	Izzat Abu-Of	1948	2019	actor,composer	tt7827820,tt2173538,tt5303564,tt0342968
nm0008868	François Abou Salem	1951	2011	actor,production_designer,miscellaneous	tt1366409,tt0260003,tt7438012
nm0008869	Onsi Abou Seif	\N	\N	production_designer,art_director,set_decorator	tt1459040,tt10503934,tt0104797,tt10692936
nm0008870	Yussuf Abu-Warda	1953	\N	actor	tt0424365,tt0904106,tt10660366,tt2568204
nm0008871	M. Abou Youssef	\N	\N	assistant_director	tt0051390
nm0008872	Charles Abou	\N	\N	actor	tt0066335
nm0008873	Tony Abou-Ganim	\N	\N	actor	tt2678448,tt0120151,tt0361919,tt0426665
nm0008874	Rebekah Abou-Keer	\N	\N	actress	tt0115725
nm0008875	Rabih Abou-Khalil	\N	\N	composer,soundtrack,producer	tt0013428,tt0180320,tt0421529,tt0496338
nm0008876	Ezzat Abou-Oat	\N	\N	actor	tt13044128
nm0008877	Amir Abou-Rass	\N	\N	actor	tt0179735
nm0008878	Mohamed Abou-Seif	\N	\N	writer,director,assistant_director	tt0095704,tt8184800,tt0422574,tt0422798
nm0008879	Nabawa Abou-Seif	\N	\N	actor	tt0093932
nm0008880	Karen Abouab	\N	\N	costume_department,manager,talent_agent	tt0105632,tt0109534,tt0107870,tt0106743
nm0008881	Atibou Aboubacar	\N	\N	actor	tt0116618,tt0476240
nm0008882	Abou Bakar	\N	\N	actor	tt0107796,tt0088002
nm0008883	Stephanie Aboud	\N	\N	miscellaneous	tt0177472
nm0008884	Norbert Aboudahram	\N	\N	actor	tt0276412
nm0008885	Norbert Aboudarham	\N	\N	composer	tt0447159,tt0431031,tt0085283,tt0271971
nm0008886	Aboudja	\N	\N	miscellaneous,cinematographer	tt0120603,tt0389515,tt0377031,tt0248747
nm0008887	Nourdine Aboudou	\N	\N	actor	tt0190066
nm0008888	Angelie Alaïs Adell	1975	\N	actress,casting_director,writer	tt2353217,tt2328693,tt2385025,tt0279000
nm0008889	Rachid Abouhilal	\N	\N	actor	tt0156245
nm0008890	André Elias	\N	\N	cinematographer,editor,director	tt6467144,tt0108195,tt0113616,tt6456690
nm0008891	Rebekah Aboukeer	\N	\N	script_department,miscellaneous	tt0240679
nm0008892	Romi Aboulafia	1984	\N	actress,camera_department,production_designer	tt0163262,tt1226753,tt1930371,tt0313126
nm0008893	Roni Aboulafia	\N	\N	director,writer,producer	tt0443119,tt2319944,tt0159355,tt13044284
nm0008894	Amir AboulEla	\N	\N	actor	tt9054904,tt0264235,tt3811906,tt1442464
nm0008895	Abel Abouliaten	\N	\N	actor	tt0388813,tt0112291,tt0097436,tt0091736
nm0008896	Fabrice Aboulker	\N	\N	composer,music_department,soundtrack	tt1483623,tt0374419,tt1611952,tt0759057
nm0008897	Marcel Aboulker	1905	1952	director,writer,assistant_director	tt0044610,tt0039166,tt2704794,tt0042375
nm0008898	Hamid Aboumalek	\N	\N	transportation_department	tt0244647
nm0008899	Jean Abounader	\N	\N	producer,writer	tt0304151,tt0436855,tt3354866,tt0270822
nm0008900	Ahmed Abounouom	\N	\N	producer,production_manager,casting_department	tt0988047,tt1023114,tt4172430,tt0240510
nm0008902	Abdelkrim Abouobayd	\N	\N	production_manager	tt0110568,tt0209163,tt0120616
nm0008903	Karim Abouobayd	\N	\N	producer,location_management,miscellaneous	tt0473075,tt6146586,tt7556122,tt0320661
nm0008904	Roksana Abouova	\N	\N	actress	tt0157124
nm0008905	Oulage Abour	\N	\N	actor,writer	tt0182357,tt0120537,tt0197516,tt0421974
nm0008906	Salah Abouseif	1915	1996	director,writer,assistant_director	tt0264344,tt0342396,tt0318821,tt0053652
nm0008908	Edmond About	1828	1885	writer	tt0036158,tt0217857,tt0175657,tt1365568
nm0008909	François About	\N	\N	cinematographer,camera_department,director	tt0258528,tt1325024,tt1242720,tt1227911
nm0008910	Isabel Aboy	1982	\N	actress	tt0372056,tt0115284,tt0124958,tt1823927
nm0008911	Tony Aboyantz	1928	1992	assistant_director,miscellaneous,production_manager	tt0059516,tt0083734,tt0161005,tt0070354
nm0008912	Ruth Abraha	\N	\N	actress	tt0105325
nm0008913	Abraham	\N	\N	actor	tt0163989
nm0008915	Abraham Abraham	\N	\N	actor	tt0180093
nm0008917	Adam Abraham	1971	\N	producer,director,writer	tt0455177,tt0929801,tt0138537,tt0222383
nm0008918	Alex Abraham	\N	\N	miscellaneous	tt0107664,tt0103827
nm0008919	Aminatta Joy Abraham	\N	\N	actress	tt0093227
nm0008921	Arthur Abraham	\N	\N	miscellaneous,soundtrack	tt0318220,tt0118607,tt0430331
nm0008922	Augustine Abraham	\N	\N	actress	tt0269072
nm0008923	Beate Abraham	1945	\N	actress	tt1647256,tt0325734,tt0312358,tt0118281
nm0008924	Bethany Abraham	\N	\N	miscellaneous	tt0118315
nm0008925	Beatriz Abraham	\N	\N	costume_department	tt0090627,tt0094046,tt0084512,tt0092600
nm0008926	Brad Abraham	\N	\N	writer,producer	tt2396495,tt0220008,tt1488598,tt4378442
nm0008927	Cesar Abraham	\N	\N	actor	tt0165929
nm0008928	Charles Abraham	\N	\N	actor	tt0048960,tt0039477,tt0028442,tt0046462
nm0008929	Christopher Abraham	\N	\N	actor,production_manager	tt0083399,tt0188688,tt0124006,tt0096560
nm0008930	Cyril Abraham	1915	1979	writer	tt0159194,tt0074035,tt0396378,tt0063886
nm0008931	Dan Abraham	\N	\N	actor	tt2368716
nm0008932	David Abraham	1909	1981	actor,assistant_director	tt2100612,tt0268621,tt0158375,tt0046799
nm0008933	Dawn Abraham	1960	\N	actress	tt0086141,tt0087722,tt0092848,tt0086760
nm0008935	Dustin Lee Abraham	\N	\N	producer,miscellaneous,writer	tt9382344,tt0165454,tt0247082,tt0278488
nm0008936	Edward Abraham	1929	\N	writer,director,producer	tt0056469,tt0089639,tt0181086,tt2315390
nm0008937	Eric Abraham	\N	\N	producer	tt0188453,tt0116790,tt0110348,tt2718492
nm0008938	Falconer Abraham	\N	\N	actor	tt0117188,tt0112886,tt0108909,tt0113481
nm0008939	Gabriel Abraham	\N	\N	art_department,production_designer,miscellaneous	tt0106660,tt0191191,tt0189810,tt0177978
nm0008940	Jake Abraham	1967	\N	actor	tt0227984,tt0291341,tt1213648,tt0120735
nm0008941	Jeanine Tyree Abraham	\N	\N	actress	tt0123768
nm0008942	Joe Abraham	\N	\N	actor	tt0159837
nm0008943	John Abraham	1937	1987	director,writer,assistant_director	tt0078961,tt0077131,tt0078463,tt0090634
nm0008944	John Abraham	\N	\N	actor	tt0117802
nm0008945	John Abraham	\N	\N	actor	tt0005935
nm0008946	Jorge Abraham	\N	\N	actor	tt0117509,tt0376296,tt0258141,tt0089923
nm0008947	Josh Abraham	\N	\N	soundtrack,composer,music_department	tt0196229,tt0277371,tt1131734,tt0337741
nm0008948	Karl Abraham	1877	1925	writer	tt0016914
nm0008949	Ken Abraham	\N	\N	editor,actor,producer	tt1563069,tt0364829,tt1191056,tt0363307
nm0008951	Larry Abraham	\N	\N	actor	tt0088595
nm0008952	Lincoln Abraham	\N	\N	camera_department,cinematographer,miscellaneous	tt13539830,tt4460168,tt0386245,tt0163488
nm0008953	Marc Abraham	\N	\N	producer,writer,director	tt0206634,tt1234721,tt1637688,tt0327850
nm0008954	Maurice Abraham	\N	\N	director,producer	tt0080200,tt0086744,tt0333458,tt15174452
nm0008955	Melissa Abraham	\N	\N	actress,miscellaneous	tt0210405,tt1692187
nm0008956	Morris Abraham	\N	\N	director,producer,writer	tt0158459,tt0108833,tt0137313,tt0103445
nm0008957	Nancy Abraham	\N	\N	producer,miscellaneous,executive	tt1759682,tt5737938,tt6794374,tt9573980
nm0008958	Nicolas Abraham	\N	\N	actor	tt0411272,tt0273069,tt6938828,tt3112654
nm0008959	Nik Abraham	\N	\N	actor	tt0887236,tt0080745
nm0008960	Nikki Abraham	\N	\N	actress	tt0182295
nm0008961	P.K. Abraham	\N	\N	actor,writer	tt0318314,tt0333051,tt0332265,tt0230732
nm0008962	Paloma Abraham	\N	\N	actress	tt0089472,tt0115807,tt0102104
nm0008963	Patrick Abraham	\N	\N	camera_department	tt0216105
nm0008964	Paul Abraham	1892	1960	composer,soundtrack,music_department	tt0021458,tt0045567,tt0219557,tt0022695
nm0008965	Paul Abraham	\N	\N	miscellaneous	tt1133985,tt1276104,tt1440129,tt0266697
